total_dist,total_time,avg_speed,min_speed,max_speed,target
5455.0,62713.05,11.5,0.0,23.97,4
265.0,1614.36,6.09,0.0,22.25,1
1436.0,2499.85,1.74,0.0,8.18,2
1234.0,12910.61,10.46,0.0,20.89,1
158.0,227.95,1.44,0.11,5.03,3
602.0,792.59,1.32,0.0,7.83,2
486.0,1544.7,3.18,0.87,13.39,2
242.0,312.7,1.29,0.0,4.28,3
518.0,8095.58,15.63,0.0,22.73,1
2750.0,31879.88,11.59,0.0,33.62,1
40.0,94.08,2.35,0.26,12.65,4
618.0,871.17,1.41,0.34,5.52,3
2160.0,2488.98,1.15,0.0,4.7,2
86.0,224.99,2.62,1.43,1.52,3
438.0,2525.19,5.77,0.0,21.9,1
5589.0,121393.31,21.72,0.0,33.19,4
1302.0,2516.31,1.93,0.0,11.06,2
40.0,107.19,2.68,0.62,5.68,3
450.0,1536.88,3.42,0.0,12.99,2
72.0,63.28,0.88,0.06,2.34,3
4236.0,2388.83,0.56,0.0,5.34,3
73.0,117.37,1.61,0.15,2.51,3
786.0,2544.67,3.24,0.0,7.51,2
1182.0,11811.79,9.99,0.0,21.95,1
1067.0,1340.88,1.26,0.0,5.86,3
1472.0,1266.77,0.86,0.0,5.45,3
2373.0,8671.36,3.65,0.38,23.92,1
698.0,3352.33,4.8,0.04,20.45,1
6045.0,5290.21,0.88,0.07,3.16,3
1791.0,19685.38,10.99,0.0,22.57,1
2888.0,954.94,0.33,0.03,1.78,3
432.0,1663.13,3.85,0.0,9.17,2
13379.0,6382.47,0.48,0.07,1.51,3
35.0,29.7,0.85,0.23,1.81,3
2483.0,2168.58,0.87,0.0,8.57,2
18.0,3.53,0.2,0.0,0.34,3
266.0,384.17,1.44,0.06,4.11,3
41.0,43.78,1.07,0.0,3.38,3
324.0,412.7,1.27,0.13,5.58,3
1758.0,16420.42,9.34,0.02,16.8,1
830.0,1672.1,2.01,0.0,6.37,2
229.0,329.85,1.44,0.0,4.63,3
1138.0,2800.11,2.46,0.11,9.34,2
200.0,242.94,1.21,0.0,2.32,3
5738.0,443.2,0.08,0.01,3.58,3
1156.0,16684.52,14.43,0.11,22.87,1
496.0,348.26,0.7,0.0,8.08,1
1001.0,6231.35,6.23,0.0,19.69,1
146.0,218.02,1.49,0.04,4.01,3
30.0,40.02,1.33,0.17,4.78,3
63.0,43.34,0.69,0.0,2.5,3
21619.0,408793.21,18.91,0.0,32.96,4
399.0,1632.95,4.09,0.62,7.11,2
388.0,1432.75,3.69,1.16,9.71,2
102.0,131.9,1.29,0.0,5.53,3
565.0,670.41,1.19,0.0,6.58,2
6332.0,3945.8,0.62,0.0,4.22,3
724.0,2656.15,3.67,0.22,13.75,2
1154.0,6761.73,5.86,0.0,21.0,1
127.0,263.59,2.08,1.15,1.35,3
350.0,354.36,1.01,0.0,5.78,3
614.0,1180.57,1.92,0.21,5.46,3
1245.0,4192.5,3.37,0.0,9.03,2
184.0,706.31,3.84,1.07,5.81,2
274.0,338.65,1.24,0.0,3.75,3
460.0,1630.99,3.55,0.3,10.33,2
127.0,1212.11,9.54,1.08,19.81,1
282.0,352.43,1.25,0.0,4.56,3
54.0,49.21,0.91,0.0,3.77,3
824.0,3809.55,4.62,0.0,8.92,2
1999.0,273.36,0.14,0.02,1.03,3
392.0,566.35,1.44,0.12,5.88,3
454.0,422.01,0.93,0.0,5.18,3
2518.0,13280.34,5.27,0.0,42.25,1
666.0,1228.74,1.84,0.0,5.69,3
1135.0,1487.53,1.31,0.0,5.56,2
330.0,411.12,1.25,0.0,4.21,3
357.0,360.07,1.01,0.56,1.41,3
1523.0,983.9,0.65,0.0,4.48,3
1039.0,3571.84,3.44,0.0,6.97,2
2810.0,2697.8,0.96,0.04,9.75,2
380.0,600.39,1.58,0.0,4.76,3
90.0,45.98,0.51,0.0,0.85,3
3.0,68.26,22.75,0.81,10.94,4
80.0,122.14,1.53,0.07,4.74,3
663.0,992.8,1.5,1.03,2.64,3
160.0,230.46,1.44,0.31,2.3,3
1592.0,16422.87,10.32,0.0,22.41,1
2565.0,19509.07,7.61,0.0,21.38,1
626.0,1876.11,3.0,0.07,9.05,2
348.0,544.97,1.57,0.01,4.62,3
295.0,543.59,1.84,0.2,5.35,3
602.0,904.79,1.5,0.04,4.75,3
967.0,3574.68,3.7,0.3,18.25,1
760.0,3487.33,4.59,0.0,9.38,2
216.0,364.72,1.69,1.07,1.98,3
250.0,379.94,1.52,0.46,2.77,3
1456.0,2272.44,1.56,0.0,7.47,2
200.0,277.41,1.39,0.09,5.24,3
7458.0,1639.98,0.22,0.0,5.74,3
425.0,504.29,1.19,0.0,4.93,3
142.0,142.17,1.0,0.0,4.94,3
560.0,1475.64,2.64,0.07,10.89,2
730.0,1046.64,1.43,0.0,5.58,3
731.0,6458.32,8.83,0.07,22.92,1
1126.0,4954.12,4.4,0.0,23.32,1
540.0,1140.2,2.11,0.0,13.25,2
86.0,53.85,0.63,0.04,2.91,3
111.0,180.5,1.63,0.29,4.12,3
184.0,119.92,0.65,0.21,4.17,3
640.0,2120.12,3.31,0.0,12.99,2
234.0,984.83,4.21,1.14,6.66,2
2133.0,3186.06,1.49,0.0,8.5,2
428.0,577.62,1.35,0.04,3.45,3
38.0,37.85,1.0,0.17,1.93,3
845.0,1239.88,1.47,0.0,4.11,3
404.0,453.26,1.12,0.1,4.95,3
986.0,1026.61,1.04,0.04,3.51,3
1036.0,1606.65,1.55,0.75,1.8,3
959.0,6801.46,7.09,0.32,17.1,1
1003.0,3133.47,3.12,0.32,8.31,2
86.0,124.02,1.44,0.26,2.79,3
338.0,355.45,1.05,0.07,5.67,3
553.0,472.15,0.85,0.27,1.26,3
1308.0,3161.61,2.42,0.0,10.33,2
3557.0,113814.23,32.0,0.0,82.87,4
1848.0,18904.83,10.23,0.0,23.22,1
481.0,602.81,1.25,0.0,5.03,3
2095.0,1232.12,0.59,0.25,1.38,3
1410.0,17469.29,12.39,0.0,21.62,1
374.0,2826.9,7.56,0.04,19.97,1
6290.0,1798.95,0.29,0.01,3.08,3
541.0,615.18,1.14,0.0,5.09,3
334.0,1064.47,3.19,0.14,7.61,2
1737.0,4163.59,2.4,0.0,19.44,1
480.0,2157.94,4.5,0.0,18.28,1
295.0,313.73,1.06,0.0,2.68,3
2972.0,2157.78,0.73,0.0,7.98,2
1134.0,3871.74,3.41,0.26,7.54,2
36.0,51.66,1.44,0.37,2.57,3
148.0,207.41,1.4,0.1,3.2,3
510.0,510.43,1.0,0.0,5.75,3
1619.0,3485.02,2.15,0.0,18.98,1
332.0,499.94,1.51,0.19,5.09,3
299.0,364.25,1.22,0.04,5.33,3
217.0,280.52,1.29,0.0,2.87,3
34969.0,757.92,0.02,0.0,4.81,3
62.0,112.92,1.82,0.46,5.65,3
270.0,75.01,0.28,0.0,1.98,3
778.0,1973.41,2.54,0.0,8.15,2
888.0,2309.85,2.6,0.14,12.12,2
1121.0,2661.22,2.37,0.18,4.4,2
92.0,286.47,3.11,1.48,5.14,3
624.0,913.06,1.46,0.82,2.4,3
701.0,2223.23,3.17,0.15,6.17,2
165.0,197.9,1.2,0.0,5.92,3
80.0,162.1,2.03,0.52,4.02,3
564.0,4082.87,7.24,0.0,14.35,1
780.0,1109.72,1.42,0.07,5.2,3
424.0,690.45,1.63,0.1,5.96,3
331.0,535.22,1.62,0.32,4.42,3
180.0,187.23,1.04,0.21,4.44,3
645.0,976.08,1.51,0.09,5.94,3
160.0,305.85,1.91,0.34,4.11,3
146.0,161.86,1.11,0.45,1.86,3
1527.0,4518.34,2.96,0.0,12.69,2
259.0,39.58,0.15,0.0,1.86,3
266.0,384.17,1.44,0.06,4.11,3
439.0,3845.16,8.76,1.4,18.29,4
266.0,191.38,0.72,0.04,5.28,3
2394.0,16918.51,7.07,0.0,20.8,1
2092.0,4119.69,1.97,0.0,18.2,1
500.0,791.9,1.58,0.2,4.87,3
808.0,1629.19,2.02,0.19,3.44,2
1498.0,5327.67,3.56,0.0,40.67,1
1763.0,111944.39,63.5,3.62,84.18,4
114.0,96.35,0.85,0.04,2.85,3
629.0,3596.81,5.72,0.84,33.87,1
250.0,329.32,1.32,0.0,3.42,3
7411.0,500.7,0.07,0.0,3.33,3
329.0,1059.86,3.22,0.02,13.42,2
685.0,1218.51,1.78,0.0,7.85,2
48.0,78.59,1.64,0.99,1.95,3
303.0,284.76,0.94,0.0,5.63,3
1150.0,11740.51,10.21,0.0,23.68,1
1020.0,3808.4,3.73,0.0,6.78,2
110.0,101.64,0.92,0.04,4.07,3
60.0,43.46,0.72,0.0,1.44,3
1738.0,111822.35,64.34,4.97,83.26,4
305.0,1021.41,3.35,1.08,5.36,2
404.0,385.31,0.95,0.0,4.88,3
598.0,389.83,0.65,0.0,5.37,3
1203.0,115.12,0.1,0.0,1.76,3
578.0,2684.09,4.64,1.97,5.12,2
8043.0,2528.82,0.31,0.0,13.35,2
457.0,1504.93,3.29,0.0,6.47,2
500.0,3785.88,7.57,0.0,18.12,1
5420.0,2613.62,0.48,0.0,3.84,3
462.0,1012.45,2.19,0.0,11.38,2
618.0,310.42,0.5,0.0,3.52,3
626.0,868.41,1.39,0.22,3.51,3
893.0,4248.68,4.76,0.0,8.92,2
2982.0,3183.18,1.07,0.0,7.88,2
42.0,160.52,3.82,1.07,1.27,3
216.0,603.01,2.79,0.32,3.97,2
1972.0,2153.62,1.09,0.0,3.89,3
2078.0,14902.84,7.17,0.0,21.04,1
157.0,54.04,0.34,0.15,0.39,3
197.0,1344.96,6.83,1.79,15.26,1
1510.0,16595.48,10.99,0.0,22.16,1
3131.0,3123.69,1.0,0.0,6.28,2
214.0,248.27,1.16,0.43,4.25,3
872.0,2646.52,3.03,0.0,13.73,2
354.0,372.01,1.05,0.0,4.2,3
1046.0,2098.84,2.01,0.0,10.1,2
37.0,21.95,0.59,0.0,1.24,3
138.0,1786.29,12.94,2.73,12.74,1
834.0,2579.18,3.09,0.0,9.3,2
2150.0,4586.34,2.13,0.0,13.26,2
296.0,1427.26,4.82,0.0,12.95,2
2750.0,31879.88,11.59,0.0,33.62,1
1276.0,512.46,0.4,0.0,5.13,3
941.0,2576.55,2.74,0.0,14.15,1
120.0,227.07,1.89,0.69,5.37,3
374.0,2335.31,6.24,0.94,14.78,1
1751.0,111873.45,63.89,2.97,84.5,4
1425.0,4204.39,2.95,0.0,8.4,2
1953.0,17381.09,8.9,0.27,18.37,1
69.0,165.92,2.4,1.15,1.3,3
2450.0,1268.35,0.52,0.0,5.98,3
62.0,39.35,0.63,0.0,3.57,3
1005.0,112.97,0.11,0.02,2.75,3
142.0,159.81,1.13,0.0,2.75,3
207.0,284.41,1.37,0.0,3.72,3
344.0,376.32,1.09,0.07,4.57,3
3628.0,11167.72,3.08,1.43,4.0,2
590.0,1176.86,1.99,0.17,5.21,2
145.0,177.27,1.22,0.34,1.76,3
106.0,202.09,1.91,0.34,4.71,3
1250.0,4972.98,3.98,0.04,10.5,2
132.0,215.86,1.64,0.56,3.05,3
360.0,979.4,2.72,0.17,7.27,2
726.0,9088.03,12.52,0.0,29.92,1
216.0,263.02,1.22,0.06,3.32,3
5072.0,4168.71,0.82,0.13,2.96,3
43453.0,33620.92,0.77,0.0,37.63,1
1066.0,12409.91,11.64,0.36,17.1,1
1772.0,111966.98,63.19,8.16,83.88,4
278.0,556.93,2.0,0.0,4.69,3
230.0,135.27,0.59,0.0,4.76,3
280.0,2135.89,7.63,0.0,17.77,4
414.0,892.67,2.16,0.2,4.24,2
427.0,2297.28,5.38,0.22,21.34,1
748.0,1130.56,1.51,0.04,4.63,3
1552.0,19628.85,12.65,0.02,35.48,1
893.0,4132.14,4.63,0.0,13.94,2
58.0,47.64,0.82,0.04,3.22,3
942.0,3359.41,3.57,0.0,13.04,2
444.0,676.4,1.52,0.19,3.91,3
654.0,1161.35,1.78,0.06,7.97,2
100.0,138.14,1.38,0.97,1.62,3
1430.0,3887.86,2.72,0.0,8.66,2
321.0,58.49,0.18,0.01,4.56,3
883.0,1961.24,2.22,0.0,13.03,2
454.0,954.18,2.1,0.32,6.43,2
1396.0,2700.95,1.93,0.0,11.83,2
35636.0,568.21,0.02,0.0,2.9,3
347.0,283.66,0.82,0.0,2.22,3
70.0,91.38,1.31,0.19,3.45,3
1851.0,15349.93,8.29,0.24,21.4,1
742.0,126.43,0.17,0.03,2.15,3
833.0,989.87,1.19,0.17,3.89,3
62.0,126.44,2.04,0.97,1.07,3
370.0,421.75,1.14,0.0,3.55,3
722.0,1852.47,2.57,0.0,6.98,2
125.0,778.62,6.23,2.48,14.8,1
515.0,800.67,1.55,0.28,10.31,2
2227.0,83730.2,37.6,0.12,42.76,4
833.0,10897.48,13.08,0.0,20.74,1
278.0,4626.26,16.64,4.62,28.01,1
54.0,105.26,1.95,1.33,2.17,3
742.0,691.17,0.93,0.51,1.27,3
456.0,510.33,1.12,0.04,3.11,3
240.0,379.26,1.58,0.0,4.14,3
1098.0,3271.88,2.98,0.0,13.26,2
2412.0,15383.29,6.38,0.04,21.61,1
11601.0,4189.2,0.36,0.0,5.84,3
598.0,830.3,1.39,0.04,5.34,3
132.0,192.33,1.46,0.26,4.11,3
474.0,6688.9,14.11,2.28,21.65,1
806.0,638.59,0.79,0.0,4.26,3
9000.0,4945.65,0.55,0.0,3.61,3
1760.0,111981.51,63.63,4.98,84.3,4
151.0,239.68,1.59,0.25,23.51,4
1823.0,3155.74,1.73,0.0,8.24,2
656.0,770.78,1.17,0.04,4.64,3
1336.0,16732.6,12.52,0.0,23.06,1
878.0,2503.66,2.85,0.0,10.57,2
207.0,317.32,1.53,0.48,4.92,3
198.0,197.55,1.0,0.0,3.25,3
1050.0,1116.67,1.06,0.0,4.9,3
271.0,305.06,1.13,0.0,3.21,3
565.0,606.81,1.07,0.0,2.89,3
720.0,4624.57,6.42,0.0,23.5,1
645.0,685.36,1.06,0.0,5.42,3
64.0,106.76,1.67,0.11,5.35,3
152.0,226.14,1.49,0.04,10.07,2
1274.0,16746.21,13.14,0.0,21.27,1
136.0,173.78,1.28,0.07,2.72,3
433.0,726.6,1.68,1.35,3.22,3
712.0,1963.03,2.76,0.0,13.91,2
347.0,622.45,1.79,0.58,18.47,4
2375.0,1942.51,0.82,0.0,3.42,3
576.0,1412.34,2.45,0.32,10.26,2
326.0,825.61,2.53,1.75,3.24,2
20.0,22.69,1.13,0.49,1.48,3
111.0,180.5,1.63,0.29,4.12,3
1051.0,1381.58,1.31,0.0,2.86,3
1327.0,3291.17,2.48,0.0,10.01,2
868.0,1158.47,1.33,0.0,8.56,2
1274.0,1288.48,1.01,0.0,4.49,3
6.0,6.84,1.14,0.37,1.86,3
854.0,2631.81,3.08,0.0,7.31,2
1417.0,606.11,0.43,0.11,0.8,3
1031.0,1218.68,1.18,0.75,1.62,3
560.0,2153.69,3.85,0.0,7.87,2
242.0,260.4,1.08,0.0,2.54,3
352.0,483.84,1.37,0.17,5.94,3
1014.0,980.09,0.97,0.46,4.18,3
834.0,47.47,0.06,0.03,3.57,3
1248.0,1159.53,0.93,0.0,3.86,3
482.0,312.17,0.65,0.0,3.84,3
380.0,781.4,2.06,0.0,5.72,3
2162.0,113456.79,52.48,0.33,82.75,4
136.0,222.9,1.64,0.57,3.72,3
2442.0,4474.4,1.83,0.0,8.48,2
796.0,2254.32,2.83,0.04,13.25,2
546.0,2097.98,3.84,0.22,9.52,2
942.0,3083.15,3.27,0.0,9.52,2
1197.0,10629.87,8.88,0.0,20.94,1
690.0,681.37,0.99,0.0,4.76,3
146.0,145.37,1.0,0.0,2.97,3
62.0,112.92,1.82,0.46,5.65,3
2404.0,39079.95,16.26,0.55,33.19,4
190.0,2247.8,11.83,5.01,12.32,1
229.0,372.56,1.63,0.0,4.36,3
148.0,309.37,2.09,1.15,1.93,3
283.0,1102.88,3.9,1.36,5.94,2
638.0,1294.29,2.03,0.0,11.01,2
720.0,8352.82,11.6,0.0,20.88,1
251.0,339.61,1.35,0.02,4.29,3
755.0,847.7,1.12,0.31,1.93,3
777.0,5113.54,6.58,0.0,21.37,1
1050.0,4254.88,4.05,0.0,13.01,2
894.0,2255.05,2.52,0.0,7.0,2
191.0,178.08,0.93,0.24,0.76,3
3625.0,77337.59,21.33,0.62,63.85,4
2372.0,1911.3,0.81,0.0,4.07,3
2567.0,3836.39,1.49,0.0,9.19,2
246.0,2646.16,10.76,4.74,16.31,1
487.0,1938.82,3.98,0.23,10.79,2
34712.0,627.3,0.02,0.0,5.7,3
70.0,169.7,2.42,1.07,1.5,3
1230.0,14040.37,11.41,0.0,21.37,1
1225.0,9213.13,7.52,0.0,17.94,1
958.0,3254.15,3.4,0.0,12.79,2
860.0,3192.7,3.71,0.14,12.48,2
55.0,71.98,1.31,0.0,2.77,3
372.0,495.65,1.33,0.04,5.99,3
824.0,3809.55,4.62,0.0,8.92,2
551.0,779.92,1.42,0.0,5.04,3
586.0,146.09,0.25,0.0,1.59,3
191.0,248.73,1.3,0.4,1.56,3
2904.0,1368.93,0.47,0.0,5.78,3
888.0,2557.82,2.88,0.04,7.95,2
86.0,146.56,1.7,0.28,4.05,3
1035.0,11491.32,11.1,0.0,23.2,1
332.0,1113.79,3.35,2.11,5.06,2
448.0,399.96,0.89,0.0,2.72,3
100.0,132.22,1.32,0.4,1.84,3
1288.0,8701.02,6.76,0.0,20.66,1
61.0,874.82,14.34,2.11,20.39,1
733.0,8389.39,11.45,0.0,23.74,1
764.0,2693.62,3.53,0.0,11.55,2
1566.0,16616.2,10.61,0.0,22.26,1
76.0,52.98,0.7,0.06,1.55,3
186.0,291.03,1.56,0.0,5.11,3
21.0,25.71,1.22,0.0,2.47,3
160.0,186.53,1.17,0.0,2.8,3
1764.0,111868.4,63.42,4.59,84.67,4
896.0,14262.09,15.92,0.07,21.25,1
27.0,22.35,0.83,0.0,1.31,3
1042.0,4145.55,3.98,0.0,11.27,2
1390.0,16888.1,12.15,0.27,23.61,1
39.0,57.79,1.48,0.89,2.17,3
405.0,1553.23,3.84,1.25,10.67,2
420.0,511.72,1.22,0.32,2.44,3
989.0,10624.68,10.74,0.44,23.79,1
440.0,2581.01,5.87,0.0,15.68,1
685.0,4985.08,7.28,0.0,16.44,1
140.0,106.27,0.76,0.0,1.78,3
175.0,274.78,1.57,0.69,2.76,3
515.0,528.06,1.03,0.29,2.23,3
75.0,68.65,0.92,0.0,1.7,3
3453.0,4727.67,1.37,0.0,13.58,2
395.0,3506.93,8.88,0.0,16.1,1
43.0,68.26,1.59,0.56,2.37,3
56.0,73.03,1.3,0.74,2.22,3
1001.0,10565.14,10.55,0.0,21.05,1
186.0,186.29,1.0,0.0,4.0,3
592.0,1068.86,1.81,0.28,8.44,2
1877.0,2383.49,1.27,0.0,3.38,3
299.0,364.25,1.22,0.04,5.33,3
1751.0,16435.79,9.39,0.49,22.74,1
808.0,2979.91,3.69,0.24,9.58,2
760.0,1919.69,2.53,0.0,9.46,2
144.0,163.77,1.14,0.0,5.64,2
1071.0,4234.16,3.95,0.0,12.54,2
2085.0,46.93,0.02,0.01,3.17,3
734.0,1021.46,1.39,0.09,5.11,3
1003.0,8327.25,8.3,0.0,18.16,1
153.0,105.14,0.69,0.0,5.63,3
234.0,98.95,0.42,0.0,5.7,3
760.0,1914.62,2.52,0.0,12.57,1
13.0,8.67,0.67,0.0,1.16,3
566.0,5027.65,8.88,0.0,24.65,1
70.0,126.22,1.8,0.54,2.89,3
632.0,2184.33,3.46,1.02,10.11,2
2360.0,100.53,0.04,0.0,2.72,3
333.0,497.29,1.49,0.0,4.04,3
1776.0,4745.01,2.67,0.0,10.22,2
272.0,340.54,1.25,0.0,5.4,3
1764.0,2651.08,1.5,0.05,6.07,2
1293.0,3590.36,2.78,0.0,17.87,1
68.0,97.6,1.44,0.44,2.4,3
11354.0,43770.48,3.86,0.27,13.48,2
333.0,366.39,1.1,0.83,1.27,3
1917.0,112279.96,58.57,0.41,82.56,4
1130.0,4106.03,3.63,0.77,9.32,2
155.0,106.21,0.69,0.0,4.63,3
851.0,1292.07,1.52,0.0,5.25,3
374.0,5426.84,14.51,0.18,20.5,1
582.0,1819.48,3.13,0.38,6.99,2
401.0,484.03,1.21,0.0,5.66,3
811.0,4630.63,5.71,0.41,15.7,1
3525.0,18993.49,5.39,0.0,33.7,4
262.0,274.58,1.05,0.0,3.82,3
828.0,813.36,0.98,0.11,3.06,3
14541.0,277827.94,19.11,0.0,49.44,4
290.0,625.08,2.16,0.0,5.72,3
111.0,211.47,1.91,0.49,5.61,3
171.0,246.85,1.44,0.04,4.39,3
359.0,757.14,2.11,0.51,10.43,2
3295.0,1071.27,0.33,0.01,5.45,3
205.0,190.04,0.93,0.0,2.6,3
685.0,695.77,1.02,0.0,4.89,3
1300.0,2008.9,1.55,0.0,12.72,2
994.0,565.57,0.57,0.0,1.83,3
82.0,114.47,1.4,0.73,3.3,3
8241.0,18489.74,2.24,0.01,19.61,1
298.0,2796.72,9.38,0.0,18.29,1
78.0,69.14,0.89,0.0,2.23,3
780.0,1084.18,1.39,0.0,4.15,3
6.0,34.52,5.75,2.73,5.95,3
212.0,251.96,1.19,0.0,5.71,3
889.0,3412.57,3.84,0.15,8.42,2
30.0,30.44,1.01,0.48,1.95,3
224.0,82.66,0.37,0.04,1.88,3
1034.0,9037.07,8.74,0.0,23.13,1
290.0,1493.44,5.15,0.09,24.32,1
2229.0,1410.09,0.63,0.0,10.24,2
1386.0,16008.77,11.55,0.59,16.29,1
278.0,374.11,1.35,0.0,5.33,3
803.0,4167.02,5.19,0.78,12.02,2
177.0,222.72,1.26,0.63,1.16,3
189.0,422.39,2.23,0.09,5.86,3
132.0,261.44,1.98,1.18,1.33,3
355.0,946.49,2.67,0.38,4.58,3
64.0,141.4,2.21,0.34,4.95,3
605.0,248.34,0.41,0.04,3.17,3
840.0,2673.34,3.18,0.07,10.03,2
2820.0,7689.36,2.73,0.0,12.42,2
75.0,262.24,3.5,0.75,3.24,2
731.0,871.74,1.19,0.77,1.47,3
282.0,384.31,1.36,0.96,1.27,3
2647.0,5531.71,2.09,0.0,11.14,2
245.0,326.89,1.33,0.0,3.9,3
471.0,523.98,1.11,0.34,2.13,3
628.0,1801.66,2.87,0.0,13.15,2
214.0,835.57,3.9,1.92,5.18,2
2691.0,3471.65,1.29,0.0,10.71,2
224.0,259.57,1.16,0.49,1.07,3
418.0,1712.17,4.1,0.37,25.14,1
776.0,1391.86,1.79,0.0,13.42,2
268.0,384.31,1.43,0.0,5.77,3
580.0,1925.59,3.32,0.77,6.04,2
552.0,715.53,1.3,0.0,4.26,3
85.0,93.58,1.1,0.45,4.82,3
144.0,89.4,0.62,0.0,3.95,3
524.0,1212.25,2.31,0.07,12.06,2
605.0,2379.71,3.93,0.0,9.96,2
1106.0,7865.37,7.11,0.22,15.78,1
66.0,69.62,1.05,0.09,2.47,3
523.0,752.4,1.44,1.05,1.72,3
984.0,3533.99,3.59,0.0,7.95,2
2238.0,6568.53,2.93,0.0,16.01,1
232.0,276.04,1.19,0.82,1.36,3
1762.0,111929.93,63.52,4.97,84.42,4
891.0,1269.87,1.43,0.0,10.88,1
4465.0,8002.85,1.79,0.29,4.69,2
2132.0,12645.82,5.93,0.0,24.82,1
733.0,267.24,0.36,0.05,4.09,3
1646.0,5461.41,3.32,0.0,9.82,2
237.0,360.95,1.52,0.43,4.07,3
715.0,2366.86,3.31,0.0,8.75,2
132.0,311.63,2.36,0.51,7.28,2
1755.0,111958.13,63.79,10.84,83.97,4
342.0,601.04,1.76,0.06,5.53,3
384.0,278.53,0.73,0.34,0.99,3
3828.0,62607.38,16.36,0.0,31.92,4
1716.0,2038.46,1.19,0.0,13.23,2
90.0,104.74,1.16,0.0,5.09,3
724.0,825.01,1.14,0.07,5.08,3
2232.0,16114.99,7.22,0.0,22.21,1
352.0,483.84,1.37,0.17,5.94,3
810.0,2849.88,3.52,1.44,6.38,2
377.0,3908.87,10.37,0.95,16.09,4
38.0,75.63,1.99,0.45,4.18,3
448.0,797.09,1.78,0.24,5.35,3
595.0,2072.05,3.48,0.0,11.22,2
976.0,9156.56,9.38,1.04,15.48,1
230.0,212.01,0.92,0.0,2.14,3
1134.0,812.72,0.72,0.0,4.39,3
86.0,124.89,1.45,0.55,2.26,3
445.0,1539.81,3.46,1.43,5.03,2
491.0,262.47,0.53,0.0,4.16,3
134.0,188.8,1.41,0.0,2.31,3
1251.0,5771.68,4.61,0.0,9.03,2
180.0,192.87,1.07,0.0,5.13,3
4922.0,1019.31,0.21,0.0,4.5,3
798.0,1733.07,2.17,0.04,12.89,2
1000.0,7999.27,8.0,0.3,15.33,1
2134.0,1277.78,0.6,0.14,1.55,3
155.0,158.15,1.02,0.0,5.45,3
380.0,4972.95,13.09,0.0,19.5,1
1716.0,2374.22,1.38,0.51,3.59,3
1480.0,105480.12,71.27,8.52,84.2,4
3484.0,4821.54,1.38,0.0,10.3,2
88.0,109.49,1.24,0.0,1.9,3
706.0,1342.03,1.9,0.08,13.58,2
714.0,2246.63,3.15,0.09,13.17,2
1210.0,14388.79,11.89,0.0,22.19,1
1042.0,4145.55,3.98,0.0,11.27,2
126.0,180.9,1.44,0.67,1.7,3
425.0,548.24,1.29,0.0,2.9,3
2374.0,6129.7,2.58,0.04,8.19,2
1444.0,4880.9,3.38,0.0,12.1,2
113.0,127.13,1.13,0.0,3.45,3
115.0,158.81,1.38,0.52,5.44,3
106.0,186.42,1.76,0.18,5.9,3
185.0,271.4,1.47,0.0,3.66,3
4604.0,1435.79,0.31,0.04,1.75,3
502.0,740.77,1.48,0.0,5.03,3
355.0,431.08,1.21,0.0,4.78,3
1077.0,4243.79,3.94,0.0,11.12,2
896.0,2825.11,3.15,0.06,10.54,2
248.0,2486.38,10.03,0.04,16.08,1
395.0,525.28,1.33,0.0,3.33,3
63.0,60.02,0.95,0.27,0.66,3
1855.0,17336.16,9.35,0.0,20.84,1
1072.0,2614.65,2.44,0.0,10.12,2
254.0,470.83,1.85,1.51,2.78,3
406.0,528.22,1.3,0.0,4.59,3
580.0,824.39,1.42,0.19,3.61,3
690.0,9646.73,13.98,0.0,33.78,1
387.0,182.51,0.47,0.26,0.61,3
102.0,107.3,1.05,0.07,3.87,3
150.0,332.19,2.21,0.21,4.68,2
96.0,83.61,0.87,0.0,2.36,3
142.0,159.14,1.12,0.85,1.37,3
8.0,15.75,1.97,0.39,5.36,3
4153.0,16060.2,3.87,0.0,23.28,1
636.0,2157.77,3.39,0.04,8.18,2
1412.0,18483.27,13.09,0.0,22.2,1
91.0,77.39,0.85,0.29,1.52,3
270.0,340.73,1.26,0.04,3.71,3
235.0,142.11,0.6,0.29,0.83,3
1322.0,753.96,0.57,0.37,5.28,3
188.0,496.06,2.64,0.04,4.39,2
331.0,869.96,2.63,0.07,10.66,2
1278.0,2653.61,2.08,0.0,11.16,2
325.0,153.11,0.47,0.0,3.53,3
996.0,4024.08,4.04,0.0,8.94,2
194.0,111.9,0.58,0.04,3.56,3
1184.0,3294.37,2.78,0.0,13.34,2
92.0,48.66,0.53,0.07,2.27,3
3714.0,998.2,0.27,0.0,3.39,3
10431.0,420315.76,40.29,0.0,69.44,4
471.0,603.55,1.28,0.0,4.48,3
436.0,347.47,0.8,0.0,4.39,3
870.0,1054.22,1.21,0.06,5.14,3
343.0,536.5,1.56,0.62,4.06,3
224.0,251.17,1.12,0.0,2.22,3
880.0,1039.52,1.18,0.0,4.44,3
866.0,3432.32,3.96,0.0,15.72,1
885.0,322.57,0.36,0.03,2.38,3
404.0,596.36,1.48,0.1,5.29,3
170.0,253.83,1.49,0.43,2.95,3
200.0,221.03,1.11,0.0,3.45,3
37723.0,6064.13,0.16,0.04,4.96,2
479.0,687.87,1.44,0.73,3.63,3
868.0,2692.79,3.1,0.0,8.42,2
